"iban","amount","currency","cdtDbtInd","status","bookingDate","counterparty","code","subcode","balanceamount","balancecurrency","balancecdtDbtInd","type"
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2008-02-08T00:00:00Z","98501013527098EUR","1855","","14644.71","","DBIT",""
"IE83ULSB98601000000000","531.98","EUR","DBIT","INTERIMBOOKED","2008-02-08T00:00:00Z","98501013527098EUR","1855","","15176.69","","DBIT",""
"IE83ULSB98601000000000","40.9","EUR","DBIT","INTERIMBOOKED","2008-02-11T00:00:00Z","98501013527098EUR","1855","","15217.59","","DBIT",""
"IE83ULSB98601000000000","1729.34","EUR","DBIT","INTERIMBOOKED","2008-02-12T00:00:00Z","98501013527098EUR","1855","","16946.93","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-02-12T00:00:00Z","98501013527098EUR","1855","","17346.93","","DBIT",""
"IE83ULSB98601000000000","274.16","EUR","DBIT","INTERIMBOOKED","2008-02-13T00:00:00Z","98501013527098EUR","1855","","17621.09","","DBIT",""
"IE83ULSB98601000000000","8.21","EUR","DBIT","INTERIMBOOKED","2008-02-14T00:00:00Z","98501013527098EUR","1855","","17629.3","","DBIT",""
"IE83ULSB98601000000000","273.9","EUR","DBIT","INTERIMBOOKED","2008-02-15T00:00:00Z","98501013527098EUR","1855","","17903.2","","DBIT",""
"IE83ULSB98601000000000","273.9","EUR","DBIT","INTERIMBOOKED","2008-02-18T00:00:00Z","98501013527098EUR","1855","","18177.1","","DBIT",""
"IE83ULSB98601000000000","1399.81","EUR","DBIT","INTERIMBOOKED","2008-02-18T00:00:00Z","98501013527098EUR","1855","","19576.91","","DBIT",""
"IE83ULSB98601000000000","968.7","EUR","DBIT","INTERIMBOOKED","2008-02-21T00:00:00Z","98501013527098EUR","1855","","20545.61","","DBIT",""
"IE83ULSB98601000000000","32","EUR","DBIT","INTERIMBOOKED","2008-02-22T00:00:00Z","98501013527098EUR","1855","","20577.61","","DBIT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2008-02-22T00:00:00Z","98501013527098EUR","1855","","20626.22","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-02-22T00:00:00Z","98501013527098EUR","1855","","21026.22","","DBIT",""
"IE83ULSB98601000000000","650","EUR","DBIT","INTERIMBOOKED","2008-02-22T00:00:00Z","98501013527098EUR","1855","","21676.22","","DBIT",""
"IE83ULSB98601000000000","4839.47","EUR","DBIT","INTERIMBOOKED","2008-02-22T00:00:00Z","98501013527098EUR","1855","","26515.69","","DBIT",""
"IE83ULSB98601000000000","185","EUR","DBIT","INTERIMBOOKED","2008-02-25T00:00:00Z","98501013527098EUR","1855","","26700.69","","DBIT",""
"IE83ULSB98601000000000","300","EUR","DBIT","INTERIMBOOKED","2008-02-25T00:00:00Z","98501013527098EUR","1855","","27000.69","","DBIT",""
"IE83ULSB98601000000000","12331.99","EUR","CRDT","INTERIMBOOKED","2008-02-27T00:00:00Z","98501013527098EUR","1855","","14668.7","","DBIT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2008-02-28T00:00:00Z","98501013527098EUR","1855","","14798.25","","DBIT",""
"IE83ULSB98601000000000","300","EUR","DBIT","INTERIMBOOKED","2008-02-29T00:00:00Z","98501013527098EUR","1855","","15098.25","","DBIT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2008-02-29T00:00:00Z","98501013527098EUR","1855","","15105.4","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-02-29T00:00:00Z","98501013527098EUR","1855","","15505.4","","DBIT",""
"IE83ULSB98601000000000","42","EUR","DBIT","INTERIMBOOKED","2008-03-03T00:00:00Z","98501013527098EUR","1855","","15547.4","","DBIT",""
"IE83ULSB98601000000000","6389.04","EUR","DBIT","INTERIMBOOKED","2008-03-03T00:00:00Z","98501013527098EUR","1855","","21936.44","","DBIT",""
"IE83ULSB98601000000000","460","EUR","DBIT","INTERIMBOOKED","2008-03-03T00:00:00Z","98501013527098EUR","1855","","22396.44","","DBIT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2008-03-03T00:00:00Z","98501013527098EUR","1855","","22466.54","","DBIT",""
"IE83ULSB98601000000000","146.65","EUR","DBIT","INTERIMBOOKED","2008-03-03T00:00:00Z","98501013527098EUR","1855","","22613.19","","DBIT",""
"IE83ULSB98601000000000","123.3","EUR","DBIT","INTERIMBOOKED","2008-03-03T00:00:00Z","98501013527098EUR","1855","","22736.49","","DBIT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2008-03-04T00:00:00Z","98501013527098EUR","1855","","22766.46","","DBIT",""
"IE83ULSB98601000000000","760.39","EUR","DBIT","INTERIMBOOKED","2008-03-05T00:00:00Z","98501013527098EUR","1855","","23526.85","","DBIT",""
"IE83ULSB98601000000000","250","EUR","DBIT","INTERIMBOOKED","2008-03-05T00:00:00Z","98501013527098EUR","1855","","23776.85","","DBIT",""
"IE83ULSB98601000000000","96.68","EUR","DBIT","INTERIMBOOKED","2008-03-07T00:00:00Z","98501013527098EUR","1855","","23873.53","","DBIT",""
"IE83ULSB98601000000000","98","EUR","DBIT","INTERIMBOOKED","2008-03-07T00:00:00Z","98501013527098EUR","1855","","23971.53","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-03-07T00:00:00Z","98501013527098EUR","1855","","24371.53","","DBIT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2008-03-10T00:00:00Z","98501013527098EUR","1855","","24377.88","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-03-10T00:00:00Z","98501013527098EUR","1855","","24777.88","","DBIT",""
"IE83ULSB98601000000000","581.55","EUR","DBIT","INTERIMBOOKED","2008-03-10T00:00:00Z","98501013527098EUR","1855","","25359.43","","DBIT",""
"IE83ULSB98601000000000","1700","EUR","DBIT","INTERIMBOOKED","2008-03-11T00:00:00Z","98501013527098EUR","1855","","27059.43","","DBIT",""
"IE83ULSB98601000000000","22","EUR","DBIT","INTERIMBOOKED","2008-03-11T00:00:00Z","98501013527098EUR","1855","","27081.43","","DBIT",""
"IE83ULSB98601000000000","15","EUR","DBIT","INTERIMBOOKED","2008-03-11T00:00:00Z","98501013527098EUR","1855","","27096.43","","DBIT",""
"IE83ULSB98601000000000","2000","EUR","DBIT","INTERIMBOOKED","2008-03-12T00:00:00Z","98501013527098EUR","1855","","29096.43","","DBIT",""
"IE83ULSB98601000000000","500","EUR","DBIT","INTERIMBOOKED","2008-03-12T00:00:00Z","98501013527098EUR","1855","","29596.43","","DBIT",""
"IE83ULSB98601000000000","52631.58","EUR","CRDT","INTERIMBOOKED","2008-03-13T00:00:00Z","98501013527098EUR","1855","","23035.15","","CRDT",""
"IE83ULSB98601000000000","145","EUR","DBIT","INTERIMBOOKED","2008-03-13T00:00:00Z","98501013527098EUR","1855","","22890.15","","CRDT",""
"IE83ULSB98601000000000","72","EUR","DBIT","INTERIMBOOKED","2008-03-13T00:00:00Z","98501013527098EUR","1855","","22818.15","","CRDT",""
"IE83ULSB98601000000000","2608.4","EUR","DBIT","INTERIMBOOKED","2008-03-14T00:00:00Z","98501013527098EUR","1855","","20209.75","","CRDT",""
"IE83ULSB98601000000000","1267.62","EUR","DBIT","INTERIMBOOKED","2008-03-14T00:00:00Z","98501013527098EUR","1855","","18942.13","","CRDT",""
"IE83ULSB98601000000000","13000","EUR","DBIT","INTERIMBOOKED","2008-03-14T00:00:00Z","98501013527098EUR","1855","","5942.13","","CRDT",""
"IE83ULSB98601000000000","1399.81","EUR","DBIT","INTERIMBOOKED","2008-03-18T00:00:00Z","98501013527098EUR","1855","","4542.32","","CRDT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2008-03-25T00:00:00Z","98501013527098EUR","1855","","4493.71","","CRDT",""
"IE83ULSB98601000000000","1641.54","EUR","DBIT","INTERIMBOOKED","2008-03-25T00:00:00Z","98501013527098EUR","1855","","2852.17","","CRDT",""
"IE83ULSB98601000000000","968.7","EUR","DBIT","INTERIMBOOKED","2008-03-25T00:00:00Z","98501013527098EUR","1855","","1883.47","","CRDT",""
"IE83ULSB98601000000000","10480.59","EUR","CRDT","INTERIMBOOKED","2008-03-26T00:00:00Z","98501013527098EUR","1855","","12364.06","","CRDT",""
"IE83ULSB98601000000000","211.7","EUR","DBIT","INTERIMBOOKED","2008-03-28T00:00:00Z","98501013527098EUR","1855","","12152.36","","CRDT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2008-03-28T00:00:00Z","98501013527098EUR","1855","","12022.81","","CRDT",""
"IE83ULSB98601000000000","3323.01","EUR","DBIT","INTERIMBOOKED","2008-03-31T00:00:00Z","98501013527098EUR","1855","","8699.8","","CRDT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2008-03-31T00:00:00Z","98501013527098EUR","1855","","8692.65","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-03-31T00:00:00Z","98501013527098EUR","1855","","8292.65","","CRDT",""
"IE83ULSB98601000000000","10000","EUR","DBIT","INTERIMBOOKED","2008-03-31T00:00:00Z","98501013527098EUR","1855","","1707.35","","DBIT",""
"IE83ULSB98601000000000","6389.9","EUR","DBIT","INTERIMBOOKED","2008-04-01T00:00:00Z","98501013527098EUR","1855","","8097.25","","DBIT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2008-04-01T00:00:00Z","98501013527098EUR","1855","","8167.35","","DBIT",""
"IE83ULSB98601000000000","257.36","EUR","DBIT","INTERIMBOOKED","2008-04-01T00:00:00Z","98501013527098EUR","1855","","8424.71","","DBIT",""
"IE83ULSB98601000000000","146.65","EUR","DBIT","INTERIMBOOKED","2008-04-01T00:00:00Z","98501013527098EUR","1855","","8571.36","","DBIT",""
"IE83ULSB98601000000000","98.2","EUR","DBIT","INTERIMBOOKED","2008-04-01T00:00:00Z","98501013527098EUR","1855","","8669.56","","DBIT",""
"IE83ULSB98601000000000","10.33","EUR","DBIT","INTERIMBOOKED","2008-04-02T00:00:00Z","98501013527098EUR","1855","","8679.89","","DBIT",""
"IE83ULSB98601000000000","30","EUR","DBIT","INTERIMBOOKED","2008-04-02T00:00:00Z","98501013527098EUR","1855","","8709.89","","DBIT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2008-04-04T00:00:00Z","98501013527098EUR","1855","","8739.86","","DBIT",""
"IE83ULSB98601000000000","60.01","EUR","DBIT","INTERIMBOOKED","2008-04-07T00:00:00Z","98501013527098EUR","1855","","8799.87","","DBIT",""
"IE83ULSB98601000000000","300","EUR","DBIT","INTERIMBOOKED","2008-04-07T00:00:00Z","98501013527098EUR","1855","","9099.87","","DBIT",""
"IE83ULSB98601000000000","15.77","EUR","DBIT","INTERIMBOOKED","2008-04-08T00:00:00Z","98501013527098EUR","1855","","9115.64","","DBIT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2008-04-08T00:00:00Z","98501013527098EUR","1855","","9121.99","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-04-09T00:00:00Z","98501013527098EUR","1855","","9521.99","","DBIT",""
"IE83ULSB98601000000000","3945.96","EUR","DBIT","INTERIMBOOKED","2008-04-10T00:00:00Z","98501013527098EUR","1855","","13467.95","","DBIT",""
"IE83ULSB98601000000000","170.94","EUR","DBIT","INTERIMBOOKED","2008-04-11T00:00:00Z","98501013527098EUR","1855","","13638.89","","DBIT",""
"IE83ULSB98601000000000","86.43","EUR","DBIT","INTERIMBOOKED","2008-04-15T00:00:00Z","98501013527098EUR","1855","","13725.32","","DBIT",""
"IE83ULSB98601000000000","150","EUR","DBIT","INTERIMBOOKED","2008-04-15T00:00:00Z","98501013527098EUR","1855","","13875.32","","DBIT",""
"IE83ULSB98601000000000","49","EUR","DBIT","INTERIMBOOKED","2008-04-15T00:00:00Z","98501013527098EUR","1855","","13924.32","","DBIT",""
"IE83ULSB98601000000000","1399.81","EUR","DBIT","INTERIMBOOKED","2008-04-18T00:00:00Z","98501013527098EUR","1855","","15324.13","","DBIT",""
"IE83ULSB98601000000000","40.01","EUR","DBIT","INTERIMBOOKED","2008-04-21T00:00:00Z","98501013527098EUR","1855","","15364.14","","DBIT",""
"IE83ULSB98601000000000","139.1","EUR","DBIT","INTERIMBOOKED","2008-04-21T00:00:00Z","98501013527098EUR","1855","","15503.24","","DBIT",""
"IE83ULSB98601000000000","89.52","EUR","DBIT","INTERIMBOOKED","2008-04-21T00:00:00Z","98501013527098EUR","1855","","15592.76","","DBIT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2008-04-21T00:00:00Z","98501013527098EUR","1855","","15641.37","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-04-21T00:00:00Z","98501013527098EUR","1855","","16041.37","","DBIT",""
"IE83ULSB98601000000000","968.7","EUR","DBIT","INTERIMBOOKED","2008-04-21T00:00:00Z","98501013527098EUR","1855","","17010.07","","DBIT",""
"IE83ULSB98601000000000","5000","EUR","CRDT","INTERIMBOOKED","2008-04-22T00:00:00Z","98501013527098EUR","1855","","12010.07","","DBIT",""
"IE83ULSB98601000000000","161.15","EUR","DBIT","INTERIMBOOKED","2008-04-22T00:00:00Z","98501013527098EUR","1855","","12171.22","","DBIT",""
"IE83ULSB98601000000000","5203.5","EUR","DBIT","INTERIMBOOKED","2008-04-22T00:00:00Z","98501013527098EUR","1855","","17374.72","","DBIT",""
"IE83ULSB98601000000000","12522.53","EUR","CRDT","INTERIMBOOKED","2008-04-24T00:00:00Z","98501013527098EUR","1855","","4852.19","","DBIT",""
"IE83ULSB98601000000000","5918.2","EUR","DBIT","INTERIMBOOKED","2008-04-24T00:00:00Z","98501013527098EUR","1855","","10770.39","","DBIT",""
"IE83ULSB98601000000000","904.52","EUR","DBIT","INTERIMBOOKED","2008-04-24T00:00:00Z","98501013527098EUR","1855","","11674.91","","DBIT",""
"IE83ULSB98601000000000","964.84","EUR","DBIT","INTERIMBOOKED","2008-04-24T00:00:00Z","98501013527098EUR","1855","","12639.75","","DBIT",""
"IE83ULSB98601000000000","10000.51","EUR","DBIT","INTERIMBOOKED","2008-04-24T00:00:00Z","98501013527098EUR","1855","","22640.26","","DBIT",""
"IE83ULSB98601000000000","259","EUR","DBIT","INTERIMBOOKED","2008-04-28T00:00:00Z","98501013527098EUR","1855","","22899.26","","DBIT",""
"IE83ULSB98601000000000","43.05","EUR","DBIT","INTERIMBOOKED","2008-04-28T00:00:00Z","98501013527098EUR","1855","","22942.31","","DBIT",""
"IE83ULSB98601000000000","17.5","EUR","DBIT","INTERIMBOOKED","2008-04-28T00:00:00Z","98501013527098EUR","1855","","22959.81","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-04-28T00:00:00Z","98501013527098EUR","1855","","23359.81","","DBIT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2008-04-28T00:00:00Z","98501013527098EUR","1855","","23489.36","","DBIT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2008-04-29T00:00:00Z","98501013527098EUR","1855","","23496.51","","DBIT",""
"IE83ULSB98601000000000","1500","EUR","DBIT","INTERIMBOOKED","2008-04-30T00:00:00Z","98501013527098EUR","1855","","24996.51","","DBIT",""
"IE83ULSB98601000000000","122.35","EUR","DBIT","INTERIMBOOKED","2008-04-30T00:00:00Z","98501013527098EUR","1855","","25118.86","","DBIT",""
"IE83ULSB98601000000000","1435.37","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","26554.23","","DBIT",""
"IE83ULSB98601000000000","1000","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","27554.23","","DBIT",""
"IE83ULSB98601000000000","60","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","27614.23","","DBIT",""
"IE83ULSB98601000000000","462.35","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","28076.58","","DBIT",""
"IE83ULSB98601000000000","6389.9","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","34466.48","","DBIT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","34536.58","","DBIT",""
"IE83ULSB98601000000000","146.65","EUR","DBIT","INTERIMBOOKED","2008-05-01T00:00:00Z","98501013527098EUR","1855","","34683.23","","DBIT",""
"IE83ULSB98601000000000","4.44","EUR","DBIT","INTERIMBOOKED","2008-05-02T00:00:00Z","98501013527098EUR","1855","","34687.67","","DBIT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2008-05-08T00:00:00Z","98501013527098EUR","1855","","34694.02","","DBIT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2008-05-08T00:00:00Z","98501013527098EUR","1855","","34723.99","","DBIT",""
"IE83ULSB98601000000000","75.18","EUR","DBIT","INTERIMBOOKED","2008-05-09T00:00:00Z","98501013527098EUR","1855","","34799.17","","DBIT",""
"IE83ULSB98601000000000","4.44","EUR","DBIT","INTERIMBOOKED","2008-05-09T00:00:00Z","98501013527098EUR","1855","","34803.61","","DBIT",""
"IE83ULSB98601000000000","25000","EUR","CRDT","INTERIMBOOKED","2008-05-15T00:00:00Z","98501013527098EUR","1855","","9803.61","","DBIT",""
"IE83ULSB98601000000000","2500","EUR","DBIT","INTERIMBOOKED","2008-05-19T00:00:00Z","98501013527098EUR","1855","","12303.61","","DBIT",""
"IE83ULSB98601000000000","1399.81","EUR","DBIT","INTERIMBOOKED","2008-05-19T00:00:00Z","98501013527098EUR","1855","","13703.42","","DBIT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2008-05-21T00:00:00Z","98501013527098EUR","1855","","13752.03","","DBIT",""
"IE83ULSB98601000000000","968.7","EUR","DBIT","INTERIMBOOKED","2008-05-21T00:00:00Z","98501013527098EUR","1855","","14720.73","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-05-22T00:00:00Z","98501013527098EUR","1855","","15120.73","","DBIT",""
"IE83ULSB98601000000000","12522.53","EUR","CRDT","INTERIMBOOKED","2008-05-26T00:00:00Z","98501013527098EUR","1855","","2598.2","","DBIT",""
"IE83ULSB98601000000000","2500","EUR","DBIT","INTERIMBOOKED","2008-05-26T00:00:00Z","98501013527098EUR","1855","","5098.2","","DBIT",""
"IE83ULSB98601000000000","19.65","EUR","DBIT","INTERIMBOOKED","2008-05-26T00:00:00Z","98501013527098EUR","1855","","5117.85","","DBIT",""
"IE83ULSB98601000000000","6000.51","EUR","DBIT","INTERIMBOOKED","2008-05-27T00:00:00Z","98501013527098EUR","1855","","11118.36","","DBIT",""
"IE83ULSB98601000000000","238.67","EUR","DBIT","INTERIMBOOKED","2008-05-27T00:00:00Z","98501013527098EUR","1855","","11357.03","","DBIT",""
"IE83ULSB98601000000000","50","EUR","DBIT","INTERIMBOOKED","2008-05-27T00:00:00Z","98501013527098EUR","1855","","11407.03","","DBIT",""
"IE83ULSB98601000000000","60","EUR","DBIT","INTERIMBOOKED","2008-05-27T00:00:00Z","98501013527098EUR","1855","","11467.03","","DBIT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2008-05-28T00:00:00Z","98501013527098EUR","1855","","11596.58","","DBIT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2008-05-29T00:00:00Z","98501013527098EUR","1855","","11603.73","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-05-29T00:00:00Z","98501013527098EUR","1855","","12003.73","","DBIT",""
"IE83ULSB98601000000000","100","EUR","DBIT","INTERIMBOOKED","2008-05-30T00:00:00Z","98501013527098EUR","1855","","12103.73","","DBIT",""
"IE83ULSB98601000000000","116.82","EUR","DBIT","INTERIMBOOKED","2008-05-30T00:00:00Z","98501013527098EUR","1855","","12220.55","","DBIT",""
"IE83ULSB98601000000000","70.01","EUR","DBIT","INTERIMBOOKED","2008-06-03T00:00:00Z","98501013527098EUR","1855","","12290.56","","DBIT",""
"IE83ULSB98601000000000","45","EUR","DBIT","INTERIMBOOKED","2008-06-03T00:00:00Z","98501013527098EUR","1855","","12335.56","","DBIT",""
"IE83ULSB98601000000000","6389.9","EUR","DBIT","INTERIMBOOKED","2008-06-03T00:00:00Z","98501013527098EUR","1855","","18725.46","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-06-03T00:00:00Z","98501013527098EUR","1855","","19125.46","","DBIT",""
"IE83ULSB98601000000000","70.1","EUR","DBIT","INTERIMBOOKED","2008-06-03T00:00:00Z","98501013527098EUR","1855","","19195.56","","DBIT",""
"IE83ULSB98601000000000","146.65","EUR","DBIT","INTERIMBOOKED","2008-06-03T00:00:00Z","98501013527098EUR","1855","","19342.21","","DBIT",""
"IE83ULSB98601000000000","75","EUR","DBIT","INTERIMBOOKED","2008-06-04T00:00:00Z","98501013527098EUR","1855","","19417.21","","DBIT",""
"IE83ULSB98601000000000","99","EUR","DBIT","INTERIMBOOKED","2008-06-04T00:00:00Z","98501013527098EUR","1855","","19516.21","","DBIT",""
"IE83ULSB98601000000000","29.97","EUR","DBIT","INTERIMBOOKED","2008-06-04T00:00:00Z","98501013527098EUR","1855","","19546.18","","DBIT",""
"IE83ULSB98601000000000","272.6","EUR","DBIT","INTERIMBOOKED","2008-06-06T00:00:00Z","98501013527098EUR","1855","","19818.78","","DBIT",""
"IE83ULSB98601000000000","1000","EUR","DBIT","INTERIMBOOKED","2008-06-06T00:00:00Z","98501013527098EUR","1855","","20818.78","","DBIT",""
"IE83ULSB98601000000000","85.21","EUR","DBIT","INTERIMBOOKED","2008-06-09T00:00:00Z","98501013527098EUR","1855","","20903.99","","DBIT",""
"IE83ULSB98601000000000","51.8","EUR","DBIT","INTERIMBOOKED","2008-06-09T00:00:00Z","98501013527098EUR","1855","","20955.79","","DBIT",""
"IE83ULSB98601000000000","6.35","EUR","DBIT","INTERIMBOOKED","2008-06-09T00:00:00Z","98501013527098EUR","1855","","20962.14","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-06-09T00:00:00Z","98501013527098EUR","1855","","21362.14","","DBIT",""
"IE83ULSB98601000000000","810","EUR","DBIT","INTERIMBOOKED","2008-06-09T00:00:00Z","98501013527098EUR","1855","","22172.14","","DBIT",""
"IE83ULSB98601000000000","2000","EUR","DBIT","INTERIMBOOKED","2008-06-12T00:00:00Z","98501013527098EUR","1855","","24172.14","","DBIT",""
"IE83ULSB98601000000000","60","EUR","DBIT","INTERIMBOOKED","2008-06-12T00:00:00Z","98501013527098EUR","1855","","24232.14","","DBIT",""
"IE83ULSB98601000000000","87","EUR","DBIT","INTERIMBOOKED","2008-06-12T00:00:00Z","98501013527098EUR","1855","","24319.14","","DBIT",""
"IE83ULSB98601000000000","163.51","EUR","DBIT","INTERIMBOOKED","2008-06-13T00:00:00Z","98501013527098EUR","1855","","24482.65","","DBIT",""
"IE83ULSB98601000000000","165","EUR","DBIT","INTERIMBOOKED","2008-06-16T00:00:00Z","98501013527098EUR","1855","","24647.65","","DBIT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-06-16T00:00:00Z","98501013527098EUR","1855","","25047.65","","DBIT",""
"IE83ULSB98601000000000","1399.81","EUR","DBIT","INTERIMBOOKED","2008-06-18T00:00:00Z","98501013527098EUR","1855","","26447.46","","DBIT",""
"IE83ULSB98601000000000","15.39","EUR","DBIT","INTERIMBOOKED","2008-06-19T00:00:00Z","98501013527098EUR","1855","","26462.85","","DBIT",""
"IE83ULSB98601000000000","48.61","EUR","DBIT","INTERIMBOOKED","2008-06-23T00:00:00Z","98501013527098EUR","1855","","26511.46","","DBIT",""
"IE83ULSB98601000000000","559.18","EUR","DBIT","INTERIMBOOKED","2008-06-23T00:00:00Z","98501013527098EUR","1855","","27070.64","","DBIT",""
"IE83ULSB98601000000000","968.7","EUR","DBIT","INTERIMBOOKED","2008-06-23T00:00:00Z","98501013527098EUR","1855","","28039.34","","DBIT",""
"IE83ULSB98601000000000","1000","EUR","DBIT","INTERIMBOOKED","2008-06-24T00:00:00Z","98501013527098EUR","1855","","29039.34","","DBIT",""
"IE83ULSB98601000000000","6","EUR","DBIT","INTERIMBOOKED","2008-06-25T00:00:00Z","98501013527098EUR","1855","","29045.34","","DBIT",""
"IE83ULSB98601000000000","1231","EUR","DBIT","INTERIMBOOKED","2008-06-25T00:00:00Z","98501013527098EUR","1855","","30276.34","","DBIT",""
"IE83ULSB98601000000000","12522.53","EUR","CRDT","INTERIMBOOKED","2008-06-26T00:00:00Z","98501013527098EUR","1855","","17753.81","","DBIT",""
"IE83ULSB98601000000000","100000","EUR","CRDT","INTERIMBOOKED","2008-06-26T00:00:00Z","98501013527098EUR","1855","","82246.19","","CRDT",""
"IE83ULSB98601000000000","4.44","EUR","DBIT","INTERIMBOOKED","2008-06-26T00:00:00Z","98501013527098EUR","1855","","82241.75","","CRDT",""
"IE83ULSB98601000000000","128.51","EUR","DBIT","INTERIMBOOKED","2008-06-26T00:00:00Z","98501013527098EUR","1855","","82113.24","","CRDT",""
"IE83ULSB98601000000000","138.25","EUR","DBIT","INTERIMBOOKED","2008-06-27T00:00:00Z","98501013527098EUR","1855","","81974.99","","CRDT",""
"IE83ULSB98601000000000","252.33","EUR","DBIT","INTERIMBOOKED","2008-06-27T00:00:00Z","98501013527098EUR","1855","","81722.66","","CRDT",""
"IE83ULSB98601000000000","12000","EUR","DBIT","INTERIMBOOKED","2008-06-30T00:00:00Z","98501013527098EUR","1855","","69722.66","","CRDT",""
"IE83ULSB98601000000000","54.99","EUR","DBIT","INTERIMBOOKED","2008-06-30T00:00:00Z","98501013527098EUR","1855","","69667.67","","CRDT",""
"IE83ULSB98601000000000","7.15","EUR","DBIT","INTERIMBOOKED","2008-06-30T00:00:00Z","98501013527098EUR","1855","","69660.52","","CRDT",""
"IE83ULSB98601000000000","400","EUR","DBIT","INTERIMBOOKED","2008-06-30T00:00:00Z","98501013527098EUR","1855","","69260.52","","CRDT",""
"IE83ULSB98601000000000","500","EUR","DBIT","INTERIMBOOKED","2008-06-30T00:00:00Z","98501013527098EUR","1855","","68760.52","","CRDT",""
"IE83ULSB98601000000000","129.55","EUR","DBIT","INTERIMBOOKED","2008-06-30T00:00:00Z","98501013527098EUR","1855","","68630.97","","CRDT",""
"IE83ULSB98601000000000","180","EUR","DBIT","INTERIMBOOKED","2008-07-01T00:00:00Z","98501013527098EUR","1855","","68450.97","","CRDT",""
"IE83ULSB98601000000000","6389.9","EUR","DBIT","INTERIMBOOKED","2008-07-01T00:00:00Z","98501013527098EUR","1855","","62061.07","","CRDT",""
"IE83ULSB98601000000000","499","EUR","DBIT","INTERIMBOOKED","2008-07-01T00:00:00Z","98501013527098EUR","1855","","61562.07","","CRDT",""
"IE83ULSB98601000000000","1300","EUR","DBIT","INTERIMBOOKED","2008-07-01T00:00:00Z","98501013527098EUR","1855","","60262.07","","CRDT",""
